season,position,adp_round,avg_vorp_pg,median_vorp_pg,avg_fpts_pg,hit_rate,bust_rate,elite_rate,n
2021,WR,7,-0.3025000000000001,-2.225,8.3175,25.0,75.0,25.0,4
2021,WR,8,-1.866,-2.45,6.754,20.0,80.0,0.0,5
2021,WR,9,-0.35333333333333333,0.0,8.266666666666666,0.0,33.33333333333333,0.0,3
2021,WR,10,-2.1350000000000002,-2.19,6.484999999999999,0.0,100.0,0.0,4
2021,WR,11,-4.9,-4.9,3.72,0.0,100.0,0.0,2
2021,WR,12,-1.3025,-1.475,7.3175,0.0,100.0,0.0,4
2021,WR,14,-3.6263636363636365,-4.3,4.993636363636363,0.0,81.81818181818183,0.0,11
2021,WR,15,-4.12,-4.12,4.5,0.0,100.0,0.0,2
2022,QB,4,1.3499999999999999,1.3499999999999999,16.75,50.0,50.0,50.0,2
2022,QB,5,-0.48,-0.48,14.919999999999998,50.0,50.0,0.0,2
2022,QB,7,1.3699999999999999,1.3699999999999999,16.77,50.0,50.0,0.0,2
2022,QB,8,0.06000000000000005,0.06000000000000005,15.46,50.0,50.0,0.0,2
2022,QB,9,2.8600000000000003,2.8600000000000003,18.26,100.0,0.0,50.0,2
2022,QB,11,0.3800000000000001,0.3800000000000001,15.78,50.0,50.0,0.0,2
2022,QB,12,-4.220000000000001,-4.220000000000001,11.18,0.0,100.0,0.0,2
2022,QB,13,0.36000000000000004,0.0,15.76,33.33333333333333,33.33333333333333,0.0,3
2022,QB,14,-8.76,-8.76,6.640000000000001,0.0,100.0,0.0,2
2022,RB,1,2.28125,1.3900000000000001,8.721250000000001,75.0,12.5,12.5,8
2022,RB,2,3.1650000000000005,2.02,9.605,50.0,25.0,50.0,4
2022,RB,3,1.7166666666666668,1.11,8.156666666666666,66.66666666666666,33.33333333333333,33.33333333333333,3
2022,RB,4,1.2625000000000002,-0.425,7.702500000000001,25.0,50.0,25.0,4
2022,RB,5,-2.395,-2.395,4.045,0.0,100.0,0.0,2
2022,RB,6,-0.95,-0.03,5.49,20.0,60.0,0.0,5
2022,RB,7,0.91,1.01,7.3500000000000005,66.66666666666666,33.33333333333333,0.0,3
2022,RB,8,-1.3133333333333332,-3.38,5.126666666666667,33.33333333333333,66.66666666666666,33.33333333333333,3
2022,RB,9,-2.483333333333333,-1.2,3.956666666666667,0.0,100.0,0.0,3
2022,RB,11,-0.06799999999999998,-0.87,6.372,40.0,60.0,20.0,5
2022,RB,12,-3.49,-3.49,2.95,0.0,100.0,0.0,2
2022,RB,13,-2.775,-2.775,3.665,0.0,100.0,0.0,2
2022,RB,14,-3.4,-3.32,3.0400000000000005,0.0,100.0,0.0,3
2022,TE,2,4.25,4.25,9.35,100.0,0.0,50.0,2
2022,TE,7,2.4899999999999998,2.4899999999999998,7.59,100.0,0.0,50.0,2
2022,TE,10,0.28,0.28,5.38,50.0,50.0,0.0,2
2022,TE,12,-0.9299999999999999,-0.9299999999999999,4.17,0.0,100.0,0.0,2
2022,TE,13,0.39999999999999997,0.39999999999999997,5.5,0.0,50.0,0.0,2
2022,TE,14,-0.43,0.04,4.669999999999999,0.0,33.33333333333333,0.0,3
2022,WR,1,9.176666666666668,9.43,18.05666666666667,100.0,0.0,100.0,3
2022,WR,2,4.534000000000001,3.22,13.414000000000001,80.0,20.0,60.0,5
2022,WR,3,2.3475,2.69,11.2275,75.0,0.0,25.0,4
2022,WR,4,0.0,0.31,8.88,16.666666666666664,33.33333333333333,0.0,6
2022,WR,5,0.9249999999999999,0.44,9.805,50.0,50.0,25.0,4
2022,WR,6,-1.265,-1.16,7.615,0.0,75.0,0.0,4
2022,WR,7,-0.86,-1.88,8.02,33.33333333333333,66.66666666666666,0.0,3
2022,WR,8,-1.5,-1.22,7.38,0.0,80.0,0.0,5
2022,WR,9,0.14666666666666658,1.2,9.026666666666666,66.66666666666666,33.33333333333333,33.33333333333333,3
2022,WR,10,-3.2933333333333334,-2.36,5.586666666666666,0.0,100.0,0.0,3
2022,WR,11,-3.481428571428571,-2.26,5.398571428571429,0.0,100.0,0.0,7
2022,WR,12,-2.314,-2.08,6.566,0.0,100.0,0.0,5
2022,WR,13,-3.675,-3.675,5.205,0.0,100.0,0.0,2
2022,WR,14,-4.066,-4.28,4.814,0.0,100.0,0.0,5
2023,QB,3,-1.3333333333333333,-2.92,14.506666666666668,33.33333333333333,66.66666666666666,0.0,3
2023,QB,4,-1.4333333333333333,-2.68,14.406666666666666,33.33333333333333,66.66666666666666,0.0,3
2023,QB,7,0.82,0.82,16.66,50.0,50.0,0.0,2
2023,QB,8,-3.0000000000000004,-3.0000000000000004,12.84,50.0,50.0,50.0,2
2023,QB,11,1.5,1.5,17.34,50.0,0.0,0.0,2
2023,QB,13,-0.39333333333333326,-1.08,15.446666666666665,33.33333333333333,66.66666666666666,0.0,3
2023,QB,14,-3.0999999999999996,-3.0999999999999996,12.74,50.0,50.0,0.0,2
2023,RB,1,3.42,1.34,10.149999999999999,50.0,0.0,25.0,4
2023,RB,2,2.8666666666666667,1.01,9.596666666666666,66.66666666666666,0.0,33.33333333333333,3
2023,RB,3,1.4100000000000001,0.39,8.14,40.0,40.0,20.0,5
2023,RB,4,1.3833333333333335,0.39,8.113333333333333,33.33333333333333,33.33333333333333,33.33333333333333,3
2023,RB,5,-1.278,-2.26,5.452,40.0,60.0,0.0,5
2023,RB,6,1.2783333333333333,0.475,8.008333333333333,16.666666666666664,16.666666666666664,16.666666666666664,6
2023,RB,8,-4.07,-3.92,2.66,0.0,100.0,0.0,3
2023,RB,9,-3.73,-3.5949999999999998,3.0,0.0,100.0,0.0,4
2023,RB,10,-0.10999999999999999,-0.91,6.62,20.0,60.0,20.0,5
2023,RB,11,-3.9579999999999997,-5.05,2.772,0.0,100.0,0.0,5
2023,RB,12,-2.2899999999999996,-5.52,4.44,33.33333333333333,66.66666666666666,33.33333333333333,3
2023,RB,13,-2.61,-2.61,4.12,0.0,100.0,0.0,2
2023,RB,14,-3.465,-3.465,3.2649999999999997,0.0,100.0,0.0,2
2023,TE,5,2.425,2.425,8.615,100.0,0.0,0.0,2
2023,TE,10,1.33,1.79,7.5200000000000005,66.66666666666666,33.33333333333333,0.0,3
2023,TE,12,-0.615,-0.615,5.575,0.0,50.0,0.0,2
2023,TE,13,-0.7025,-0.865,5.487500000000001,0.0,50.0,0.0,4
2023,WR,1,3.9300000000000006,1.46,12.350000000000001,80.0,20.0,40.0,5
2023,WR,2,4.164285714285714,1.97,12.584285714285715,71.42857142857143,0.0,28.57142857142857,7
2023,WR,3,0.4779999999999999,-0.06,8.898,20.0,60.0,20.0,5
2023,WR,4,0.05249999999999999,-0.565,8.4725,25.0,50.0,0.0,4
2023,WR,5,-0.654,-0.14,7.766,0.0,60.0,0.0,5
2023,WR,6,0.5666666666666665,-0.53,8.986666666666666,16.666666666666664,66.66666666666666,16.666666666666664,6
2023,WR,7,-3.17,-3.63,5.25,0.0,100.0,0.0,3
2023,WR,8,-1.6050000000000002,-1.84,6.815,16.666666666666664,83.33333333333334,16.666666666666664,6
2023,WR,9,-2.8240000000000003,-1.65,5.596,0.0,100.0,0.0,5
2023,WR,10,-4.583333333333333,-4.29,3.8366666666666664,0.0,100.0,0.0,3
2023,WR,11,-2.626,-4.18,5.7940000000000005,20.0,80.0,0.0,5
2023,WR,12,-3.532,-3.0,4.888,0.0,100.0,0.0,5
2023,WR,13,-4.67,-4.67,3.75,0.0,100.0,0.0,2
2023,WR,14,-6.002857142857144,-6.04,2.4171428571428573,0.0,100.0,0.0,7
2024,QB,3,-0.3899999999999999,-0.3899999999999999,14.71,50.0,50.0,0.0,2
2024,QB,4,0.7933333333333333,1.34,15.893333333333333,66.66666666666666,33.33333333333333,0.0,3
2024,QB,6,-1.42,-1.42,13.68,0.0,100.0,0.0,2
2024,QB,7,4.8,4.8,19.9,100.0,0.0,50.0,2
2024,QB,8,1.1799999999999997,1.1799999999999997,16.28,50.0,50.0,50.0,2
2024,QB,10,-1.265,-1.9100000000000001,13.835,25.0,75.0,0.0,4
2024,QB,14,-3.4066666666666663,-4.1,11.693333333333333,0.0,100.0,0.0,3
2024,RB,1,5.8133333333333335,8.0,12.763333333333334,66.66666666666666,16.666666666666664,66.66666666666666,6
2024,RB,2,4.646,7.58,11.596,60.0,40.0,60.0,5
2024,RB,3,3.01,3.135,9.96,50.0,25.0,50.0,4
2024,RB,4,2.3,2.3,9.25,100.0,0.0,0.0,2
2024,RB,5,0.6225,-0.12499999999999999,7.5725,25.0,50.0,25.0,4
2024,RB,6,-3.28,-4.89,3.67,0.0,66.66666666666666,0.0,3
2024,RB,7,-1.0133333333333334,-1.52,5.9366666666666665,0.0,66.66666666666666,0.0,3
2024,RB,8,-2.4560000000000004,-2.87,4.494,0.0,80.0,0.0,5
2024,RB,9,-5.5,-5.5,1.45,0.0,100.0,0.0,2
2024,RB,10,-2.7359999999999998,-3.24,4.214,0.0,80.0,0.0,5
2024,RB,11,1.2625,1.0500000000000003,8.2125,50.0,50.0,50.0,4
2024,RB,13,-1.33,-1.33,5.619999999999999,50.0,50.0,0.0,2
2024,RB,14,-5.145,-5.145,1.805,0.0,100.0,0.0,2
2024,TE,3,1.92,1.92,7.52,100.0,0.0,0.0,2
2024,TE,5,5.215,5.215,10.815,100.0,0.0,100.0,2
2024,TE,8,-0.375,-0.375,5.225,0.0,50.0,0.0,2
2024,TE,10,0.93,0.21,6.53,33.33333333333333,33.33333333333333,33.33333333333333,3
2024,TE,12,-0.575,-0.575,5.025,0.0,100.0,0.0,2
2024,WR,1,4.3,4.199999999999999,13.71,83.33333333333334,16.666666666666664,66.66666666666666,6
2024,WR,2,-0.34500000000000003,-0.9949999999999999,9.065,33.33333333333333,66.66666666666666,33.33333333333333,6
2024,WR,3,0.09166666666666656,-0.48,9.501666666666667,33.33333333333333,50.0,16.666666666666664,6
2024,WR,4,0.69,-0.32,10.1,25.0,50.0,25.0,4
2024,WR,5,-0.3957142857142858,-1.59,9.014285714285714,28.57142857142857,71.42857142857143,14.285714285714285,7
2024,WR,6,2.0060000000000002,5.19,11.416,60.0,40.0,60.0,5
2024,WR,7,-3.3225,-3.535,6.0875,0.0,100.0,0.0,4
2024,WR,8,-1.59,-0.34,7.82,0.0,66.66666666666666,0.0,3
2024,WR,9,-1.7619999999999998,-1.49,7.648000000000001,0.0,60.0,0.0,5
2024,WR,10,-6.3375,-6.154999999999999,3.0725,0.0,100.0,0.0,4
2024,WR,11,0.7899999999999999,0.67,10.200000000000001,33.33333333333333,33.33333333333333,33.33333333333333,3
2024,WR,12,0.8233333333333334,-2.25,10.233333333333333,33.33333333333333,66.66666666666666,33.33333333333333,3
2024,WR,14,-5.2316666666666665,-6.045,4.178333333333334,0.0,100.0,0.0,6
2025,QB,3,1.385,1.56,15.145,50.0,50.0,50.0,4
2025,QB,5,-0.26999999999999996,-0.26999999999999996,13.49,0.0,50.0,0.0,2
2025,QB,8,2.533333333333333,4.56,16.293333333333333,66.66666666666666,33.33333333333333,66.66666666666666,3
2025,QB,10,-0.5650000000000001,-1.05,13.195,50.0,50.0,25.0,4
2025,QB,11,-0.72,-0.72,13.04,0.0,100.0,0.0,2
2025,RB,1,3.4414285714285713,1.93,10.081428571428573,71.42857142857143,0.0,42.857142857142854,7
2025,RB,2,2.9259999999999997,1.38,9.565999999999999,60.0,0.0,40.0,5
2025,RB,3,0.8533333333333334,-0.22,7.493333333333332,33.33333333333333,66.66666666666666,33.33333333333333,3
2025,RB,4,-0.6833333333333332,-0.52,5.956666666666667,0.0,66.66666666666666,0.0,3
2025,RB,5,-0.49249999999999994,0.31,6.1475,0.0,25.0,0.0,4
2025,RB,6,-2.97,-2.415,3.67,0.0,100.0,0.0,4
2025,RB,8,-0.029999999999999916,-0.029999999999999916,6.61,50.0,50.0,0.0,2
2025,RB,9,0.375,0.375,7.015,50.0,50.0,50.0,2
2025,RB,11,-1.6575,-0.69,4.9825,0.0,50.0,0.0,4
2025,RB,12,-3.8575,-4.325,2.7825,0.0,100.0,0.0,4
2025,RB,13,-4.446666666666666,-4.58,2.1933333333333334,0.0,100.0,0.0,3
2025,TE,10,2.255,2.255,8.555,50.0,50.0,50.0,2
2025,TE,12,0.8966666666666668,-0.96,7.196666666666666,33.33333333333333,66.66666666666666,33.33333333333333,3
2025,WR,1,2.6079999999999997,2.77,10.578,80.0,0.0,40.0,5
2025,WR,2,2.94,2.07,10.91,80.0,20.0,40.0,5
2025,WR,3,0.9400000000000001,-0.63,8.91,25.0,62.5,25.0,8
2025,WR,4,2.066,0.91,10.036,40.0,40.0,40.0,5
2025,WR,5,-0.32499999999999996,0.33000000000000007,7.645,50.0,50.0,0.0,4
2025,WR,6,-1.3471428571428572,-1.61,6.622857142857143,28.57142857142857,71.42857142857143,14.285714285714285,7
2025,WR,7,0.13142857142857137,-0.57,8.101428571428572,28.57142857142857,71.42857142857143,14.285714285714285,7
2025,WR,8,-3.1366666666666667,-3.56,4.833333333333333,0.0,100.0,0.0,3
2025,WR,9,-1.3966666666666665,-2.62,6.573333333333333,33.33333333333333,66.66666666666666,0.0,3
2025,WR,10,-3.9233333333333333,-4.53,4.046666666666667,0.0,100.0,0.0,3
